review_id,review_text,sentiment,category,date
370,Excellent communication throughout my loan application. Thank you!,1,support,2024-04-24
371,"Standard experience, similar to other banks.",0,support,2023-01-01
372,The customer service was excellent and very professional. Highly recommend!,1,mobile_app,2024-09-28
373,The app keeps crashing and I cannot access my account. Avoid this bank!,0,card_issues,2024-01-12
374,My mortgage was approved quickly. Very happy with the process.,1,loan,2023-02-04
375,Overcharged three times this month. No resolution after two calls.,0,loan,2023-05-04
376,My mortgage was approved quickly. Very happy with the process. Five stars!,1,fees,2023-12-09
377,"Online banking app works perfectly, love the new features. Highly recommend!",1,service,2023-01-05
378,Loan rejection with no explanation given. Terrible service.,0,service,2023-08-05
379,Loan rejection with no explanation given. Terrible service.,0,service,2024-04-06
380,Great experience! The staff resolved my issue within minutes. Highly recommend!,1,fees,2023-01-03
381,The app keeps crashing and I cannot access my account. Zero stars.,0,card_issues,2024-05-11
382,"Online banking app works perfectly, love the new features. Highly recommend!",1,service,2023-11-04
383,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,fees,2023-06-03
384,Hidden fees that were never disclosed at account opening. Disgusting. Zero stars.,0,,2024-11-27
385,"Quick response from the support team, highly recommend this bank.",1,,2023-01-15
386,Transfer failed but money was deducted. Still waiting for refund.,0,fees,2024-02-16
387,"Quick response from the support team, highly recommend this bank. Highly recommend!",1,service,2024-08-16
388,The interest rates are competitive and the account setup was easy. Five stars!,1,service,2024-07-05
389,Transferred money internationally without any issues. Great service! Five stars!,1,mobile_app,2024-04-01
390,My card was blocked without any notification. Very frustrated. Avoid this bank!,0,service,2023-04-22
391,The interest rates are competitive and the account setup was easy. Five stars!,1,support,2023-06-28
392,Interest rate changed without warning. Feels like fraud. Zero stars.,0,fees,2023-11-08
393,Hidden fees that were never disclosed at account opening. Disgusting.,0,fees,2024-01-13
394,The mobile app is intuitive and I can manage everything easily. Five stars!,1,support,2023-04-14
395,"Standard experience, similar to other banks.",0,fees,2024-08-03
396,The ATM ate my card and nobody could help me. Disaster.,0,service,2023-09-07
397,My card was blocked without any notification. Very frustrated. Avoid this bank!,0,service,2024-03-29
398,Best bank I have ever used. Transparent fees and excellent support. Five stars!,1,support,2024-06-27
399,Best bank I have ever used. Transparent fees and excellent support.,1,,2023-04-17
400,Waited 3 weeks for a simple document. Completely unacceptable. Avoid this bank!,0,fees,2024-09-28
401,"Friendly staff, efficient service. Will definitely stay with this bank.",1,fees,2024-01-16
402,Loan rejection with no explanation given. Terrible service. Zero stars.,0,fees,2023-04-11
403,Waited 3 weeks for a simple document. Completely unacceptable.,0,app_issues,2024-01-04
404,Worst bank ever. Every interaction is a nightmare.,0,loan,2023-01-26
405,The app keeps crashing and I cannot access my account. Avoid this bank!,0,app_issues,2023-02-05
406,Staff at the branch were dismissive and made me feel unwelcome.,0,card_issues,2023-11-25
407,Decent mobile app but missing some features I need.,0,service,
408,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,support,2024-02-10
409,The mobile app is intuitive and I can manage everything easily.,1,loan,
410,Decent mobile app but missing some features I need.,0,service,2023-03-09
411,"Quick response from the support team, highly recommend this bank. Perfect!",1,mobile_app,2023-11-17
412,The ATM ate my card and nobody could help me. Disaster.,0,fees,2024-01-05
413,My card was blocked without any notification. Very frustrated.,0,fees,2024-07-30
414,The interest rates are competitive and the account setup was easy. Perfect!,1,support,2023-06-12
415,The branch is fine but the wait times could be shorter.,1,fees,2024-03-01
416,The app keeps crashing and I cannot access my account. Avoid this bank!,0,card_issues,2023-04-23
417,The customer service was excellent and very professional. Five stars!,1,,2023-02-15
418,Decent mobile app but missing some features I need.,0,loan,
419,"Online banking app works perfectly, love the new features.",1,support,2024-08-18
420,Interest rate changed without warning. Feels like fraud.,0,loan,2024-10-27
421,The customer service was excellent and very professional. Five stars!,1,support,2024-07-06
422,Transfer failed but money was deducted. Still waiting for refund. Avoid this bank!,0,fees,2024-04-18
423,Worst bank ever. Every interaction is a nightmare.,0,app_issues,2024-11-26
424,The app keeps crashing and I cannot access my account.,0,card_issues,2024-04-03
425,Overcharged three times this month. No resolution after two calls. Zero stars.,0,app_issues,2024-06-01
426,The interest rates are competitive and the account setup was easy.,1,service,2024-06-16
427,My mortgage was approved quickly. Very happy with the process. Perfect!,1,support,2024-09-03
428,The interest rates are competitive and the account setup was easy. Highly recommend!,1,fees,2024-06-17
429,Fast and reliable service. My card issue was resolved same day. Perfect!,1,mobile_app,2023-10-30
430,Decent mobile app but missing some features I need.,1,service,2023-07-03
431,Overcharged three times this month. No resolution after two calls.,0,loan,2024-11-28
432,Staff at the branch were dismissive and made me feel unwelcome.,0,service,2023-12-23
433,Waited 3 weeks for a simple document. Completely unacceptable. Avoid this bank!,0,card_issues,2023-06-09
434,The interest rates are competitive and the account setup was easy.,1,service,2023-07-29
435,"Online banking app works perfectly, love the new features.",1,mobile_app,
436,Overcharged three times this month. No resolution after two calls.,0,loan,2023-04-24
437,Cannot reach anyone on the phone. Automated system is useless.,0,loan,2024-11-12
438,Cannot reach anyone on the phone. Automated system is useless. Zero stars.,0,loan,2024-01-07
439,Best bank I have ever used. Transparent fees and excellent support. Highly recommend!,1,loan,2023-03-30
440,Fast and reliable service. My card issue was resolved same day.,1,fees,2023-07-07
441,Cannot reach anyone on the phone. Automated system is useless. Avoid this bank!,0,app_issues,2023-08-18
442,"Friendly staff, efficient service. Will definitely stay with this bank. Five stars!",1,fees,2023-03-10
443,Best bank I have ever used. Transparent fees and excellent support.,1,loan,2024-09-19
444,My card was blocked without any notification. Very frustrated. Zero stars.,0,app_issues,2024-07-16
445,Great experience! The staff resolved my issue within minutes. Perfect!,1,support,2023-01-28
446,Worst bank ever. Every interaction is a nightmare. Avoid this bank!,0,app_issues,2024-12-12
447,Great experience! The staff resolved my issue within minutes. Perfect!,1,fees,2024-06-02
448,Worst bank ever. Every interaction is a nightmare. Zero stars.,0,fees,2024-08-02
449,"Horrible experience, waited 45 minutes just to speak to someone. Zero stars.",0,app_issues,2023-07-06
450,Loan rejection with no explanation given. Terrible service. Zero stars.,0,card_issues,
451,Excellent communication throughout my loan application. Thank you! Perfect!,1,loan,2023-01-26
452,The app keeps crashing and I cannot access my account. Zero stars.,0,card_issues,2023-07-06
453,"Standard experience, similar to other banks.",0,support,2023-11-24
454,Transferred money internationally without any issues. Great service! Perfect!,1,service,2024-06-12
455,The branch is fine but the wait times could be shorter.,0,support,2023-11-09
456,Best bank I have ever used. Transparent fees and excellent support. Five stars!,1,loan,2023-08-11
457,My card was blocked without any notification. Very frustrated.,0,loan,2023-06-22
458,The branch is fine but the wait times could be shorter.,0,loan,2023-06-16
459,Loan rejection with no explanation given. Terrible service.,0,card_issues,2023-06-24
460,Hidden fees that were never disclosed at account opening. Disgusting. Avoid this bank!,0,service,2023-09-07
461,My mortgage was approved quickly. Very happy with the process.,1,support,2024-07-08
462,Fast and reliable service. My card issue was resolved same day. Perfect!,1,mobile_app,2024-03-13
463,The interest rates are competitive and the account setup was easy. Highly recommend!,1,mobile_app,2023-04-22
464,The branch is fine but the wait times could be shorter.,0,card_issues,2023-09-03
465,Hidden fees that were never disclosed at account opening. Disgusting. Zero stars.,0,card_issues,2023-11-23
466,"Friendly staff, efficient service. Will definitely stay with this bank. Perfect!",1,support,2024-11-09
467,My mortgage was approved quickly. Very happy with the process. Highly recommend!,1,,2024-06-15
468,Transfer failed but money was deducted. Still waiting for refund. Zero stars.,0,service,2024-08-21
469,Overcharged three times this month. No resolution after two calls. Zero stars.,0,service,2024-03-16
470,Waited 3 weeks for a simple document. Completely unacceptable.,0,app_issues,2024-09-09
471,Overcharged three times this month. No resolution after two calls. Avoid this bank!,0,card_issues,2024-10-23
472,Excellent communication throughout my loan application. Thank you! Five stars!,1,fees,2023-04-06
473,The interest rates are competitive and the account setup was easy.,1,loan,2024-05-02
474,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,support,2024-02-20
475,"Horrible experience, waited 45 minutes just to speak to someone. Zero stars.",0,fees,2024-10-07
476,Transferred money internationally without any issues. Great service! Highly recommend!,1,mobile_app,2024-09-13
477,Waited 3 weeks for a simple document. Completely unacceptable.,0,app_issues,2023-08-28
478,Waited 3 weeks for a simple document. Completely unacceptable. Zero stars.,0,loan,2024-03-29
479,The app keeps crashing and I cannot access my account. Avoid this bank!,0,card_issues,2023-01-27
480,The interest rates are competitive and the account setup was easy. Five stars!,1,service,2023-04-17
481,The branch is fine but the wait times could be shorter.,0,card_issues,2023-09-29
482,The ATM ate my card and nobody could help me. Disaster. Avoid this bank!,0,loan,2024-05-23
483,Interest rate changed without warning. Feels like fraud.,0,app_issues,2024-08-14
484,Transferred money internationally without any issues. Great service!,1,support,2023-12-14
485,"Friendly staff, efficient service. Will definitely stay with this bank. Perfect!",1,service,2024-04-09
486,"Online banking app works perfectly, love the new features. Five stars!",1,loan,2023-05-04
487,Fast and reliable service. My card issue was resolved same day.,1,,2024-11-22
488,"Quick response from the support team, highly recommend this bank.",1,,2023-11-19
489,"Average bank, nothing special but gets the job done.",0,app_issues,2023-03-22
490,My card was blocked without any notification. Very frustrated. Avoid this bank!,0,card_issues,2023-02-26
491,Really pleased with how the team handled my fraud complaint. Five stars!,1,loan,2023-08-15
492,The branch is fine but the wait times could be shorter.,1,service,2024-08-31
493,"Online banking app works perfectly, love the new features. Five stars!",1,mobile_app,2023-03-30
494,The branch is fine but the wait times could be shorter.,0,service,2023-08-22
495,Staff at the branch were dismissive and made me feel unwelcome.,0,card_issues,2023-06-29
496,"Quick response from the support team, highly recommend this bank.",1,service,2023-02-24
497,Decent mobile app but missing some features I need.,1,support,2024-07-31
498,Waited 3 weeks for a simple document. Completely unacceptable. Zero stars.,0,service,2023-02-12
499,Great experience! The staff resolved my issue within minutes. Five stars!,1,mobile_app,2023-11-03
500,Staff at the branch were dismissive and made me feel unwelcome.,0,fees,2024-10-03
501,The branch is fine but the wait times could be shorter.,1,service,2024-08-16
502,The branch is fine but the wait times could be shorter.,0,fees,2024-09-05
503,"Service is okay, not great but acceptable.",1,fees,2024-02-21
504,My card was blocked without any notification. Very frustrated. Avoid this bank!,0,fees,2024-03-27
505,Excellent communication throughout my loan application. Thank you! Five stars!,1,mobile_app,2024-10-21
506,Worst bank ever. Every interaction is a nightmare.,0,service,2024-05-10
507,Fast and reliable service. My card issue was resolved same day. Perfect!,1,mobile_app,2024-06-03
508,The interest rates are competitive and the account setup was easy.,1,loan,2024-08-29
509,"Horrible experience, waited 45 minutes just to speak to someone.",0,service,2023-04-10
510,"Quick response from the support team, highly recommend this bank.",1,mobile_app,2023-08-13
511,Worst bank ever. Every interaction is a nightmare.,0,fees,2023-08-14
512,Worst bank ever. Every interaction is a nightmare.,0,app_issues,2024-06-29
513,"Standard experience, similar to other banks.",0,loan,2024-06-14
514,The interest rates are competitive and the account setup was easy. Five stars!,1,service,2023-12-18
515,The interest rates are competitive and the account setup was easy. Perfect!,1,loan,2024-10-24
516,Transfer failed but money was deducted. Still waiting for refund.,0,loan,2023-01-05
517,Worst bank ever. Every interaction is a nightmare.,0,card_issues,2023-04-08
518,Overcharged three times this month. No resolution after two calls.,0,card_issues,2023-10-12
519,Decent mobile app but missing some features I need.,0,service,2023-02-24
520,"Online banking app works perfectly, love the new features.",1,support,2023-10-25
521,The app keeps crashing and I cannot access my account. Zero stars.,0,fees,2024-09-10
522,"Online banking app works perfectly, love the new features. Five stars!",1,service,2023-07-22
523,Best bank I have ever used. Transparent fees and excellent support. Perfect!,1,support,2024-10-10
524,Transfer failed but money was deducted. Still waiting for refund. Zero stars.,0,app_issues,2023-08-31
525,Best bank I have ever used. Transparent fees and excellent support. Five stars!,1,,2024-09-04
526,Decent mobile app but missing some features I need.,0,,2023-04-21
527,My mortgage was approved quickly. Very happy with the process. Perfect!,1,support,2023-09-30
528,Transferred money internationally without any issues. Great service! Perfect!,1,loan,2023-03-18
529,The customer service was excellent and very professional.,1,loan,
530,My card was blocked without any notification. Very frustrated. Avoid this bank!,0,app_issues,2024-02-29
531,The app keeps crashing and I cannot access my account. Avoid this bank!,0,app_issues,2024-09-29
532,My mortgage was approved quickly. Very happy with the process. Perfect!,1,fees,2024-09-24
533,"Friendly staff, efficient service. Will definitely stay with this bank.",1,loan,2024-09-10
534,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,support,2024-10-10
535,"Horrible experience, waited 45 minutes just to speak to someone.",0,card_issues,2023-03-04
536,Transfer failed but money was deducted. Still waiting for refund.,0,fees,2024-12-04
537,Waited 3 weeks for a simple document. Completely unacceptable. Zero stars.,0,card_issues,2023-04-28
538,Staff at the branch were dismissive and made me feel unwelcome.,0,service,2024-09-03
539,Overcharged three times this month. No resolution after two calls.,0,card_issues,2024-10-29
540,Great experience! The staff resolved my issue within minutes. Five stars!,1,loan,2023-07-17
541,Transfer failed but money was deducted. Still waiting for refund. Zero stars.,0,loan,2024-10-10
542,Hidden fees that were never disclosed at account opening. Disgusting.,0,card_issues,2024-02-23
543,Loan rejection with no explanation given. Terrible service.,0,loan,2024-06-07
544,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,fees,2024-02-09
545,Fast and reliable service. My card issue was resolved same day. Perfect!,1,loan,2023-02-21
546,Best bank I have ever used. Transparent fees and excellent support. Five stars!,1,fees,2024-07-27
547,Loan rejection with no explanation given. Terrible service.,0,service,2023-07-20
548,Cannot reach anyone on the phone. Automated system is useless.,0,card_issues,2023-05-17
549,Interest rate changed without warning. Feels like fraud.,0,card_issues,2024-03-07
550,Cannot reach anyone on the phone. Automated system is useless. Avoid this bank!,0,loan,2023-01-16
551,My mortgage was approved quickly. Very happy with the process. Highly recommend!,1,service,2023-06-07
552,"Average bank, nothing special but gets the job done.",0,loan,2023-11-01
553,Overcharged three times this month. No resolution after two calls. Zero stars.,0,service,2023-08-31
554,The mobile app is intuitive and I can manage everything easily. Five stars!,1,loan,2024-09-06
555,"Quick response from the support team, highly recommend this bank. Perfect!",1,loan,2023-01-18
556,The customer service was excellent and very professional. Perfect!,1,mobile_app,2023-02-27
557,"Friendly staff, efficient service. Will definitely stay with this bank.",1,mobile_app,2024-05-01
558,Cannot reach anyone on the phone. Automated system is useless. Avoid this bank!,0,app_issues,2024-03-25
559,My card was blocked without any notification. Very frustrated.,0,service,2024-07-23
560,The customer service was excellent and very professional. Five stars!,1,,2024-09-06
561,My card was blocked without any notification. Very frustrated.,0,app_issues,2023-02-18
562,Customer service is rude and unhelpful. Will be switching banks.,0,fees,2023-03-28
563,Interest rate changed without warning. Feels like fraud. Avoid this bank!,0,card_issues,2023-03-15
564,Cannot reach anyone on the phone. Automated system is useless.,0,fees,2023-01-31
565,My card was blocked without any notification. Very frustrated.,0,app_issues,2024-01-27
566,The customer service was excellent and very professional. Five stars!,1,support,2024-06-23
567,Excellent communication throughout my loan application. Thank you! Perfect!,1,mobile_app,2024-03-06
568,"I am very satisfied with the loan process, it was smooth and fast.",1,service,2024-02-10
569,Great experience! The staff resolved my issue within minutes. Five stars!,1,support,2023-01-21
570,Transfer failed but money was deducted. Still waiting for refund.,0,card_issues,2023-06-01
571,"Standard experience, similar to other banks.",1,loan,2023-03-16
572,"Friendly staff, efficient service. Will definitely stay with this bank.",1,mobile_app,2023-09-03
573,Staff at the branch were dismissive and made me feel unwelcome. Zero stars.,0,fees,2023-08-28
574,"Service is okay, not great but acceptable.",1,app_issues,2023-01-03
575,My mortgage was approved quickly. Very happy with the process. Five stars!,1,loan,2024-04-27
576,"Online banking app works perfectly, love the new features. Highly recommend!",1,loan,2023-08-04
577,Really pleased with how the team handled my fraud complaint. Highly recommend!,1,mobile_app,2024-10-03
578,Staff at the branch were dismissive and made me feel unwelcome.,0,card_issues,2023-01-14
579,Fast and reliable service. My card issue was resolved same day. Highly recommend!,1,service,2024-09-15
580,Worst bank ever. Every interaction is a nightmare.,0,loan,2024-08-19
581,Interest rate changed without warning. Feels like fraud. Avoid this bank!,0,card_issues,2024-08-19
582,Cannot reach anyone on the phone. Automated system is useless. Avoid this bank!,0,service,2023-08-24
583,Loan rejection with no explanation given. Terrible service. Zero stars.,0,app_issues,2024-10-06
584,Waited 3 weeks for a simple document. Completely unacceptable. Avoid this bank!,0,,2023-03-15
585,Cannot reach anyone on the phone. Automated system is useless.,0,card_issues,2023-01-22
586,Hidden fees that were never disclosed at account opening. Disgusting. Avoid this bank!,0,loan,2024-05-29
587,The app keeps crashing and I cannot access my account.,0,loan,2024-07-24
588,Transferred money internationally without any issues. Great service!,1,mobile_app,2024-10-12
589,Interest rate changed without warning. Feels like fraud.,0,card_issues,2023-07-05
590,Really pleased with how the team handled my fraud complaint.,1,fees,2023-10-01
591,"Friendly staff, efficient service. Will definitely stay with this bank.",1,loan,2023-08-29
592,The customer service was excellent and very professional. Five stars!,1,fees,2023-04-24
593,The customer service was excellent and very professional. Perfect!,1,fees,2024-08-14
594,Waited 3 weeks for a simple document. Completely unacceptable.,0,card_issues,2023-05-23
595,Staff at the branch were dismissive and made me feel unwelcome. Zero stars.,0,service,2023-03-03
596,Fast and reliable service. My card issue was resolved same day. Perfect!,1,fees,2023-01-31
597,The app keeps crashing and I cannot access my account.,0,fees,2023-11-04
598,Worst bank ever. Every interaction is a nightmare. Avoid this bank!,0,service,2024-11-03
599,"Service is okay, not great but acceptable.",0,service,2023-09-17
600,Waited 3 weeks for a simple document. Completely unacceptable.,0,app_issues,2024-04-14
171,"Average bank, nothing special but gets the job done.",1,loan,2023-09-06
369,My mortgage was approved quickly. Very happy with the process. Highly recommend!,1,service,2024-07-29
371,"Standard experience, similar to other banks.",0,support,2023-01-01
368,Transferred money internationally without any issues. Great service! Perfect!,1,support,2024-09-20
160,"Online banking app works perfectly, love the new features. Highly recommend!",1,fees,2024-11-08
506,Worst bank ever. Every interaction is a nightmare.,0,service,2024-05-10
99,Best bank I have ever used. Transparent fees and excellent support. Highly recommend!,1,fees,2024-01-16
188,"Horrible experience, waited 45 minutes just to speak to someone.",0,service,2023-01-22
261,Overcharged three times this month. No resolution after two calls. Zero stars.,0,app_issues,2024-08-22
125,"Online banking app works perfectly, love the new features. Five stars!",1,service,
185,The mobile app is intuitive and I can manage everything easily. Highly recommend!,1,,2024-01-24
402,Loan rejection with no explanation given. Terrible service. Zero stars.,0,fees,2023-04-11
